"id","name","cost","converted_cost","type","text","stats","rarity"
192859,"Inspired Charge","{2}{W}{W}",4,"Instant","Creatures you control get +2/+1 until end of turn.",,"common"
176446,"Golgari Findbroker","{B}{B}{G}{G}",4,"Creature - Elf Shaman","When Golgari Findbroker enters the battlefield, return target permanent card from your graveyard to your hand.","3/4","uncommon"
176928,"Hired Poisoner","{B}",1,"Creature - Human Assassin","Deathtouch","1/1","common"
198998,"Merchant of the Vale","{2}{R}",3,"Creature - Human Peasant","{2}{R}, Discard a card: Draw a card.","2/3","common"
176930,"Wild Ceratok","{3}{G}",4,"Creature - Rhino",,"4/3","common"
183327,"Collision","{1}{R/G}",4,"Instant","Collision deals 6 damage to target creature with flying.",,"uncommon"
183184,"Skatewing Spy","{3}{U}",4,"Creature - Vedalken Rogue Mutant","{5}{U}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)\nEach creature you control with a +1/+1 counter on it has flying.","2/3","uncommon"
192757,"Savage Gorger","{1}{B}{B}",3,"Creature - Vampire","Flying\nAt the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on Savage Gorger. (Damage causes loss of life.)","1/1","common"
176925,"Gruesome Menagerie","{3}{B}{B}",5,"Sorcery","Choose a creature card with converted mana cost 1 in your graveyard, then do the same for creature cards with converted mana costs 2 and 3. Return those cards to the battlefield.",,"rare"
192558,"Loxodon Lifechanter","{5}{W}",6,"Creature - Elephant Cleric","When Loxodon Lifechanter enters the battlefield, you may have your life total become the total toughness of creatures you control.\n{5}{W}: Loxodon Lifechanter gets +X/+X until end of turn, where X is your life total.","4/6","rare"
198732,"Oko's Hospitality","{3}{G}{U}",5,"Instant","Creatures you control have base power and toughness 3/3 until end of turn. You may search your library and/or graveyard for a card named Oko, the Trickster, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,"rare"
188214,"Iron Bully","{3}",3,"Artifact Creature - Golem","Menace (This creature can't be blocked except by two or more creatures.)\nWhen Iron Bully enters the battlefield, put a +1/+1 counter on target creature.","1/1","common"
189008,"Ob Nixilis, the Hate-Twisted","{3}{B}{B}",5,"Legendary Planeswalker - Nixilis","Whenever an opponent draws a card, Ob Nixilis, the Hate-Twisted deals 1 damage to that player.\n[−2]: Destroy target creature. Its controller draws two cards.","5","uncommon"
176938,"Undercity Necrolisk","{3}{B}",4,"Creature - Zombie Lizard","{1}, Sacrifice another creature: Put a +1/+1 counter on Undercity Necrolisk. It gains menace until end of turn. Activate this ability only any time you could cast a sorcery. (It can't be blocked except by two or more creatures.)","3/3","uncommon"
182123,"Gate Colossus","{8}",8,"Artifact Creature - Construct","This spell costs {1} less to cast for each Gate you control.\nGate Colossus can't be blocked by creatures with power 2 or less.\nWhenever a Gate enters the battlefield under your control, you may put Gate Colossus from your graveyard on top of your library.","8/8","uncommon"
182951,"Kaya, Orzhov Usurper","{1}{W}{B}",3,"Legendary Planeswalker - Kaya","[+1]: Exile up to two target cards from a single graveyard. You gain 2 life if at least one creature card was exiled this way.\n[−1]: Exile target nonland permanent with converted mana cost 1 or less.\n[−5]: Kaya, Orzhov Usurper deals damage to target player equal to the number of cards that player owns in exile and you gain that much life.","3","mythic"
183177,"Sauroform Hybrid","{1}{G}",2,"Creature - Human Lizard Warrior","{4}{G}{G}: Adapt 4. (If this creature has no +1/+1 counters on it, put four +1/+1 counters on it.)","2/2","common"
192680,"Bloodfell Caves",,0,"Land","Bloodfell Caves enters the battlefield tapped.\nWhen Bloodfell Caves enters the battlefield, you gain 1 life.\n{T}: Add {B} or {R}.",,"common"
192913,"Meteor Golem","{7}",7,"Artifact Creature - Golem","When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.","3/3","uncommon"
176814,"Gird for Battle","{W}",1,"Sorcery","Put a +1/+1 counter on each of up to two target creatures.",,"uncommon"
188169,"Grateful Apparition","{1}{W}",2,"Creature - Spirit","Flying\nWhenever Grateful Apparition deals combat damage to a player or planeswalker, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","1/1","uncommon"
176867,"Crush Contraband","{3}{W}",4,"Instant","Choose one or both -\n• Exile target artifact.\n• Exile target enchantment.",,"uncommon"
198549,"Bring to Life","{2}{U}",3,"Sorcery - Adventure","Target noncreature artifact you control becomes a 0/0 artifact creature. Put four +1/+1 counters on it.",,"uncommon"
192933,"Sedge Scorpion","{G}",1,"Creature - Scorpion","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)","1/1","common"
183414,"Catacomb Crocodile","{4}{B}",5,"Creature - Crocodile",,"3/7","common"
183345,"Plaza of Harmony",,0,"Land","When Plaza of Harmony enters the battlefield, if you control two or more Gates, you gain 3 life.\n{T}: Add {C}.\n{T}: Add one mana of any type that a Gate you control could produce.",,"rare"
188395,"Raging Kronch","{2}{R}",3,"Creature - Beast","Raging Kronch can't attack alone.","4/3","common"
198683,"Mystical Dispute","{2}{U}",3,"Instant","This spell costs {2} less to cast if it targets a blue spell.\nCounter target spell unless its controller pays {3}.",,"uncommon"
188101,"Tolsimir, Friend to Wolves","{2}{G}{G}{W}",5,"Legendary Creature - Elf Scout","When Tolsimir, Friend to Wolves enters the battlefield, create Voja, Friend to Elves, a legendary 3/3 green and white Wolf creature token.\nWhenever a Wolf enters the battlefield under your control, you gain 3 life and that creature fights up to one target creature you don't control.","3/3","rare"
199298,"Escape to the Wilds","{3}{R}{G}",5,"Sorcery","Exile the top five cards of your library. You may play cards exiled this way until the end of your next turn.\nYou may play an additional land this turn.",,"rare"
176840,"Rhizome Lurcher","{2}{B}{G}",4,"Creature - Fungus Zombie","Undergrowth - Rhizome Lurcher enters the battlefield with a number of +1/+1 counters on it equal to the number of creature cards in your graveyard.","2/2","common"
183371,"Impassioned Orator","{1}{W}",2,"Creature - Human Cleric","Whenever another creature enters the battlefield under your control, you gain 1 life.","2/2","common"
176561,"Mission Briefing","{U}{U}",2,"Instant","Surveil 2, then choose an instant or sorcery card in your graveyard. You may cast that card this turn. If that card would be put into your graveyard this turn, exile it instead. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,"rare"
188705,"Narset, Parter of Veils","{1}{U}{U}",3,"Legendary Planeswalker - Narset","Each opponent can't draw more than one card each turn.\n[−2]: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","5","uncommon"
187206,"Vivien's Arkbow","{1}{G}",2,"Legendary Artifact","{X}, {T}, Discard a card: Look at the top X cards of your library. You may put a creature card with converted mana cost X or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",,"rare"
189025,"Sorin, Vengeful Bloodlord","{2}{W}{B}",4,"Legendary Planeswalker - Sorin","As long as it's your turn, creatures and planeswalkers you control have lifelink.\n[+2]: Sorin, Vengeful Bloodlord deals 1 damage to target player or planeswalker.\n−X: Return target creature card with converted mana cost X from your graveyard to the battlefield. That creature is a Vampire in addition to its other types.","4","rare"
182821,"Azorius Guildgate",,0,"Land - Gate","Azorius Guildgate enters the battlefield tapped.\n{T}: Add {W} or {U}.",,"common"
192548,"Flood of Tears","{4}{U}{U}",6,"Sorcery","Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a permanent card from your hand onto the battlefield.",,"rare"
199547,"Weapon Rack","{4}",4,"Artifact","Weapon Rack enters the battlefield with three +1/+1 counters on it.\n{T}: Move a +1/+1 counter from Weapon Rack onto target creature. Activate this ability only any time you could cast a sorcery.",,"common"
183201,"Angel of Grace","{3}{W}{W}",5,"Creature - Angel","Flash\nFlying\nWhen Angel of Grace enters the battlefield, until end of turn, damage that would reduce your life total to less than 1 reduces it to 1 instead.\n{4}{W}{W}, Exile Angel of Grace from your graveyard: Your life total becomes 10.","5/4","mythic"
187113,"Time Wipe","{2}{W}{W}{U}",5,"Sorcery","Return a creature you control to its owner's hand, then destroy all creatures.",,"rare"
198581,"Midnight Clock","{2}{U}",3,"Artifact","{T}: Add {U}.\n{2}{U}: Put an hour counter on Midnight Clock.\nAt the beginning of each upkeep, put an hour counter on Midnight Clock.\nWhen the twelfth hour counter is put on Midnight Clock, shuffle your hand and graveyard into your library, then draw seven cards. Exile Midnight Clock.",,"rare"
175174,"Necrotic Wound","{B}",1,"Instant","Undergrowth - Target creature gets -X/-X until end of turn, where X is the number of creature cards in your graveyard. If that creature would die this turn, exile it instead.",,"uncommon"
176870,"Muse Drake","{3}{U}",4,"Creature - Drake","Flying\nWhen Muse Drake enters the battlefield, draw a card.","1/3","common"
199252,"Silverflame Squire","{1}{W}",2,"Creature - Human Soldier",,"2/1","common"
183425,"Root Snare","{1}{G}",2,"Instant","Prevent all combat damage that would be dealt this turn.",,"common"
192515,"Chandra's Embercat","{1}{R}",2,"Creature - Elemental Cat","{T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.","2/2","common"
182835,"Orzhov Locket","{3}",3,"Artifact","{T}: Add {W} or {B}.\n{W/B}{W/B}{W/B}{W/B}, {T}, Sacrifice Orzhov Locket: Draw two cards.",,"common"
199326,"Mysterious Pathlighter","{2}{W}",3,"Creature - Faerie","Flying\nEach creature you control that has an Adventure enters the battlefield with an additional +1/+1 counter on it. (It doesn't need to have gone on the adventure first.)","2/2","uncommon"
176918,"Ornery Goblin","{1}{R}",2,"Creature - Goblin Warrior","Whenever Ornery Goblin blocks or becomes blocked by a creature, Ornery Goblin deals 1 damage to that creature.","2/1","common"
198750,"Witch's Vengeance","{1}{B}{B}",3,"Sorcery","Creatures of the creature type of your choice get -3/-3 until end of turn.",,"rare"
198424,"Korvold, Fae-Cursed King","{2}{B}{R}{G}",5,"Legendary Creature - Dragon Noble","Flying\nWhenever Korvold, Fae-Cursed King enters the battlefield or attacks, sacrifice another permanent.\nWhenever you sacrifice a permanent, put a +1/+1 counter on Korvold and draw a card.","4/4","mythic"
188346,"Ral, Storm Conduit","{2}{U}{R}",4,"Legendary Planeswalker - Ral","Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.\n[+2]: Scry 1.\n[−2]: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.","4","rare"
188708,"Narset's Reversal","{U}{U}",2,"Instant","Copy target instant or sorcery spell, then return it to its owner's hand. You may choose new targets for the copy.",,"rare"
199109,"Sundering Stroke","{6}{R}",7,"Sorcery","Sundering Stroke deals 7 damage divided as you choose among one, two, or three targets. If at least seven red mana was spent to cast this spell, instead Sundering Stroke deals 7 damage to each of those permanents and/or players.",,"rare"
199528,"Harvest Fear","{3}{B}",7,"Sorcery - Adventure","Target opponent discards two cards. (Then exile this card. You may cast the creature later from exile.)",,"common"
188639,"Jace's Ruse","{3}{U}{U}",5,"Sorcery","Return up to two target creatures to their owner's hand. You may search your library and/or graveyard for a card named Jace, Arcane Strategist, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,"rare"
192612,"Vampire of the Dire Moon","{B}",1,"Creature - Vampire","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)\nLifelink (Damage dealt by this creature also causes you to gain that much life.)","1/1","uncommon"
176932,"Kraul Swarm","{4}{B}",5,"Creature - Insect Warrior","Flying\n{2}{B}, Discard a creature card: Return Kraul Swarm from your graveyard to your hand.","4/1","uncommon"
187121,"Herald of the Dreadhorde","{3}{B}",4,"Creature - Zombie Warrior","When Herald of the Dreadhorde dies, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)","3/2","common"
198400,"Battle Display","{R}",2,"Sorcery - Adventure","Destroy target artifact. (Then exile this card. You may cast the creature later from exile.)",,"uncommon"
176874,"Pitiless Gorgon","{1}{B/G}{B/G}",3,"Creature - Gorgon","Deathtouch","2/2","common"
187199,"Samut's Sprint","{R}",1,"Instant","Target creature gets +2/+1 and gains haste until end of turn. Scry 1.",,"common"
192671,"Hard Cover","{U}",1,"Enchantment - Aura","Enchant creature\nEnchanted creature gets +0/+2 and has ""{T}: Draw a card, then discard a card.""",,"uncommon"
198370,"Eye Collector","{B}",1,"Creature - Faerie","Flying\nWhenever Eye Collector deals combat damage to a player, each player puts the top card of their library into their graveyard.","1/1","common"
188629,"Evolution Sage","{2}{G}",3,"Creature - Elf Druid","Whenever a land enters the battlefield under your control, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","3/2","uncommon"
192785,"Gargos, Vicious Watcher","{3}{G}{G}{G}",6,"Legendary Creature - Hydra","Vigilance\nHydra spells you cast cost {4} less to cast.\nWhenever a creature you control becomes the target of a spell, Gargos, Vicious Watcher fights up to one target creature you don't control.","8/7","rare"
192962,"Trusted Pegasus","{2}{W}",3,"Creature - Pegasus","Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever Trusted Pegasus attacks, target attacking creature without flying gains flying until end of turn.","2/2","common"
192522,"Angel of Vitality","{2}{W}",3,"Creature - Angel","Flying\nIf you would gain life, you gain that much life plus 1 instead.\nAngel of Vitality gets +2/+2 as long as you have 25 or more life.","2/2","uncommon"
177104,"Cosmotronic Wave","{3}{R}",4,"Sorcery","Cosmotronic Wave deals 1 damage to each creature your opponents control. Creatures your opponents control can't block this turn.",,"common"
176871,"Swathcutter Giant","{4}{R}{W}",6,"Creature - Giant Soldier","Vigilance\nWhenever Swathcutter Giant attacks, it deals 1 damage to each creature defending player controls.","5/5","uncommon"
189011,"Jaya, Venerated Firemage","{4}{R}",5,"Legendary Planeswalker - Jaya","If another red source you control would deal damage to a permanent or player, it deals that much damage plus 1 to that permanent or player instead.\n[−2]: Jaya, Venerated Firemage deals 2 damage to any target.","5","uncommon"
198727,"Rowan's Stalwarts","{4}{R}",5,"Creature - Human Knight","When Rowan's Stalwarts enters the battlefield, you may search your library and/or graveyard for a card named Rowan, Fearless Sparkmage, reveal it, and put it into your hand. If you search your library this way, shuffle it.","5/2","rare"
198754,"Burning-Yard Trainer","{4}{R}",5,"Creature - Human Knight","Trample, haste\nWhen Burning-Yard Trainer enters the battlefield, another target Knight you control gets +2/+2 and gains trample and haste until end of turn.","3/3","uncommon"
188116,"Spellgorger Weird","{2}{R}",3,"Creature - Weird","Whenever you cast a noncreature spell, put a +1/+1 counter on Spellgorger Weird.","2/2","common"
183364,"Prying Eyes","{4}{U}{U}",6,"Instant","Draw four cards, then discard two cards.",,"common"
198977,"Gift of the Fae","{1}{W}",1,"Sorcery - Adventure","Target creature gets +2/+1 and gains flying until end of turn. (Then exile this card. You may cast the creature later from exile.)",,"common"
199056,"Revenge of Ravens","{3}{B}",4,"Enchantment","Whenever a creature attacks you or a planeswalker you control, that creature's controller loses 1 life and you gain 1 life.",,"uncommon"
188208,"Mobilized District",,0,"Land","{T}: Add {C}.\n{4}: Mobilized District becomes a 3/3 Citizen creature with vigilance until end of turn. It's still a land. This ability costs {1} less to activate for each legendary creature and planeswalker you control.",,"rare"
188312,"Eternal Skylord","{4}{U}",5,"Creature - Zombie Wizard","When Eternal Skylord enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)\nZombie tokens you control have flying.","3/3","uncommon"
176917,"Child of Night","{1}{B}",2,"Creature - Vampire","Lifelink","2/1","common"
176835,"Flower","{G/W}",7,"Sorcery","Search your library for a basic Forest or Plains card, reveal it, put it into your hand, then shuffle your library.",,"uncommon"
199530,"Fling","{1}{R}",2,"Instant","As an additional cost to cast this spell, sacrifice a creature.\nFling deals damage equal to the sacrificed creature's power to any target.",,"common"
176909,"Gravitic Punch","{3}{R}",4,"Sorcery","Target creature you control deals damage equal to its power to target player.\nJump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,"common"
183181,"Savage Smash","{1}{R}{G}",3,"Sorcery","Target creature you control gets +2/+2 until end of turn. It fights target creature you don't control. (Each deals damage equal to its power to the other.)",,"common"
198429,"Embereth Skyblazer","{3}{R}",4,"Creature - Human Knight","As long as it's your turn, Embereth Skyblazer has flying.\nWhenever Embereth Skyblazer attacks, you may pay {2}{R}. If you do, creatures you control get +X/+0 until end of turn, where X is the number of opponents you have.","4/3","rare"
198422,"Slaying Fire","{2}{R}",3,"Instant","Slaying Fire deals 3 damage to any target.\nAdamant - If at least three red mana was spent to cast this spell, it deals 4 damage instead.",,"uncommon"
199019,"Folio of Fancies","{1}{U}",2,"Artifact","Players have no maximum hand size.\n{X}{X}, {T}: Each player draws X cards.\n{2}{U}, {T}: Each opponent puts a number of cards equal to the number of cards in their hand from the top of their library into their graveyard.",,"rare"
192773,"Vivien's Crocodile","{2}{G}",3,"Creature - Crocodile Spirit","Vivien's Crocodile gets +1/+1 as long as you control a Vivien planeswalker.","3/3","common"
176437,"Goblin Banneret","{R}",1,"Creature - Goblin Soldier","Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)\n{1}{R}: Goblin Banneret gets +2/+0 until end of turn.","1/1","uncommon"
192867,"Steadfast Sentry","{2}{W}",3,"Creature - Human Soldier","Vigilance (Attacking doesn't cause this creature to tap.)\nWhen Steadfast Sentry dies, put a +1/+1 counter on target creature you control.","3/2","common"
192821,"Drakuseth, Maw of Flames","{4}{R}{R}{R}",7,"Legendary Creature - Dragon","Flying\nWhenever Drakuseth, Maw of Flames attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.","7/7","rare"
188117,"Spellkeeper Weird","{2}{U}",3,"Creature - Weird","{2}, {T}, Sacrifice Spellkeeper Weird: Return target instant or sorcery card from your graveyard to your hand.","1/4","common"
198854,"Harmonious Archon","{4}{W}{W}",6,"Creature - Archon","Flying\nNon-Archon creatures have base power and toughness 3/3.\nWhen Harmonious Archon enters the battlefield, create two 1/1 white Human creature tokens.","4/5","mythic"
188510,"Pledge of Unity","{1}{G}{W}",3,"Instant","Put a +1/+1 counter on each creature you control. You gain 1 life for each creature you control.",,"uncommon"
183312,"Biogenic Ooze","{3}{G}{G}",5,"Creature - Ooze","When Biogenic Ooze enters the battlefield, create a 2/2 green Ooze creature token.\nAt the beginning of your end step, put a +1/+1 counter on each Ooze you control.\n{1}{G}{G}{G}: Create a 2/2 green Ooze creature token.","2/2","mythic"
176403,"Boros Guildgate",,0,"Land - Gate","Boros Guildgate enters the battlefield tapped.\n{T}: Add {R} or {W}.",,"common"
192589,"Sorin, Imperious Bloodlord","{2}{B}",3,"Legendary Planeswalker - Sorin","[+1]: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it.\n[+1]: You may sacrifice a Vampire. When you do, Sorin, Imperious Bloodlord deals 3 damage to any target and you gain 3 life.\n[−3]: You may put a Vampire creature card from your hand onto the battlefield.","4","mythic"
193540,"Canopy Spider","{1}{G}",2,"Creature - Spider","Reach (This creature can block creatures with flying.)","1/3","common"
183213,"Guardian Project","{3}{G}",4,"Enchantment","Whenever a nontoken creature enters the battlefield under your control, if it doesn't have the same name as another creature you control or a creature card in your graveyard, draw a card.",,"rare"
188627,"Ashiok, Dream Render","{1}{U/B}{U/B}",3,"Legendary Planeswalker - Ashiok","Spells and abilities your opponents control can't cause their controller to search their library.\n[−1]: Target player puts the top four cards of their library into their graveyard. Then exile each opponent's graveyard.","5","uncommon"
188358,"Vizier of the Scorpion","{2}{B}",3,"Creature - Zombie Wizard","When Vizier of the Scorpion enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)\nZombie tokens you control have deathtouch.","1/1","uncommon"
198891,"Beloved Princess","{W}",1,"Creature - Human Noble","Lifelink\nBeloved Princess can't be blocked by creatures with power 3 or greater.","1/1","common"
176574,"Darkblade Agent","{1}{U}{B}",3,"Creature - Human Assassin","As long as you've surveilled this turn, Darkblade Agent has deathtouch and ""Whenever this creature deals combat damage to a player, you draw a card.""","2/3","common"
189020,"Domri, Anarch of Bolas","{1}{R}{G}",3,"Legendary Planeswalker - Domri","Creatures you control get +1/+0.\n[+1]: Add {R} or {G}. Creature spells you cast this turn can't be countered.\n[−2]: Target creature you control fights target creature you don't control.","3","rare"
188300,"Blindblast","{2}{R}",3,"Instant","Blindblast deals 1 damage to target creature. That creature can't block this turn.\nDraw a card.",,"common"
192884,"Mind Rot","{2}{B}",3,"Sorcery","Target player discards two cards.",,"common"
176565,"Integrity","{R/W}",5,"Instant","Target creature gets +2/+2 until end of turn.",,"uncommon"
192824,"Vorstclaw","{4}{G}{G}",6,"Creature - Elemental Horror",,"7/7","common"
198859,"Searing Barrage","{4}{R}",5,"Instant","Searing Barrage deals 5 damage to target creature.\nAdamant - If at least three red mana was spent to cast this spell, Searing Barrage deals 3 damage to that creature's controller.",,"common"
192632,"Wolfkin Bond","{4}{G}",5,"Enchantment - Aura","Enchant creature\nWhen Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.\nEnchanted creature gets +2/+2.",,"common"
198724,"Garrison Griffin","{2}{W}",3,"Creature - Griffin","Flying\nWhenever Garrison Griffin attacks, target Knight you control gains flying until end of turn.","2/2","common"
176857,"Beacon Bolt","{1}{U}{R}",3,"Sorcery","Beacon Bolt deals damage to target creature equal to the total number of instant and sorcery cards you own in exile and in your graveyard.\nJump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,"uncommon"
183362,"Concordia Pegasus","{1}{W}",2,"Creature - Pegasus","Flying (This creature can't be blocked except by creatures with flying or reach.)","1/3","common"
176449,"Swarm Guildmage","{B}{G}",2,"Creature - Elf Shaman","{4}{B}, {T}: Creatures you control get +1/+0 and gain menace until end of turn. (They can't be blocked except by two or more creatures.)\n{1}{G}, {T}: You gain 2 life.","2/2","uncommon"
192618,"Renowned Weaponsmith","{1}{U}",2,"Creature - Human Artificer","{T}: Add {C}{C}. Spend this mana only to cast artifact spells or activate abilities of artifacts.\n{U}, {T}: Search your library for a card named Heart-Piercer Bow or Vial of Dragonfire, reveal it, put it into your hand, then shuffle your library.","1/3","uncommon"
187258,"Angrath, Captain of Chaos","{2}{B/R}{B/R}",4,"Legendary Planeswalker - Angrath","Creatures you control have menace.\n[−2]: Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)","5","uncommon"
176688,"Aurelia, Exemplar of Justice","{2}{R}{W}",4,"Legendary Creature - Angel","Flying\nMentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)\nAt the beginning of combat on your turn, choose up to one target creature you control. Until end of turn, that creature gets +2/+0, gains trample if it's red, and gains vigilance if it's white.","2/5","mythic"
199507,"Charmed Sleep","{1}{U}{U}",3,"Enchantment - Aura","Enchant creature\nWhen Charmed Sleep enters the battlefield, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step.",,"common"
192554,"Growth Cycle","{1}{G}",2,"Instant","Target creature gets +3/+3 until end of turn. It gets an additional +2/+2 until end of turn for each card named Growth Cycle in your graveyard.",,"common"
183113,"Humongulus","{4}{U}",5,"Creature - Homunculus","Hexproof (This creature can't be the target of spells or abilities your opponents control.)","2/5","common"
187196,"Kiora, Behemoth Beckoner","{2}{G/U}",3,"Legendary Planeswalker - Kiora","Whenever a creature with power 4 or greater enters the battlefield under your control, draw a card.\n[−1]: Untap target permanent.","7","uncommon"
188628,"Ashiok's Skulker","{4}{U}",5,"Creature - Nightmare","{3}{U}: Ashiok's Skulker can't be blocked this turn.","3/5","common"
183357,"Footlight Fiend","{B/R}",1,"Creature - Devil","When Footlight Fiend dies, it deals 1 damage to any target.","1/1","common"
182363,"Gruul Spellbreaker","{1}{R}{G}",3,"Creature - Ogre Warrior","Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)\nTrample\nAs long as it's your turn, you and Gruul Spellbreaker have hexproof.","3/3","rare"
183416,"Clear the Stage","{4}{B}",5,"Instant","Target creature gets -3/-3 until end of turn. If you control a creature with power 4 or greater, you may return up to one target creature card from your graveyard to your hand.",,"uncommon"
199534,"Boulder Rush","{R}",2,"Instant - Adventure","Target creature gets +2/+0 until end of turn. (Then exile this card. You may cast the creature later from exile.)",,"common"
188350,"Law-Rune Enforcer","{W}",1,"Creature - Human Soldier","{1}, {T}: Tap target creature with converted mana cost 2 or greater.","1/2","common"
192550,"Rule of Law","{2}{W}",3,"Enchantment","Each player can't cast more than one spell each turn.",,"uncommon"
198764,"Wicked Wolf","{2}{G}{G}",4,"Creature - Wolf","When Wicked Wolf enters the battlefield, it fights up to one target creature you don't control.\nSacrifice a Food: Put a +1/+1 counter on Wicked Wolf. It gains indestructible until end of turn. Tap it.","3/3","rare"
183224,"Sphinx of New Prahv","{W}{W}{U}{U}",4,"Creature - Sphinx","Flying, vigilance\nSpells your opponents cast that target Sphinx of New Prahv cost {2} more to cast.","4/3","uncommon"
175569,"Ral's Staticaster","{2}{U}{R}",4,"Creature - Viashino Wizard","Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)\nWhenever Ral's Staticaster attacks, if you control a Ral planeswalker, Ral's Staticaster gets +1/+0 for each card in your hand until end of turn.","3/3","uncommon"
182135,"Rix Maadi Reveler","{1}{R}",2,"Creature - Human Shaman","Spectacle {2}{B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)\nWhen Rix Maadi Reveler enters the battlefield, discard a card, then draw a card. If Rix Maadi Reveler's spectacle cost was paid, instead discard your hand, then draw three cards.","2/2","rare"
187210,"Vivien, Champion of the Wilds","{2}{G}",3,"Legendary Planeswalker - Vivien","You may cast creature spells as though they had flash.\n[+1]: Until your next turn, up to one target creature gains vigilance and reach.\n[−2]: Look at the top three cards of your library. Exile one face down and put the rest on the bottom of your library in any order. For as long as it remains exiled, you may look at that card and you may cast it if it's a creature card.","4","rare"
199301,"Oakhame Adversary","{3}{G}",4,"Creature - Elf Warrior","This spell costs {2} less to cast if an opponent controls a green permanent.\nDeathtouch\nWhenever Oakhame Adversary deals combat damage to a player, draw a card.","2/3","uncommon"
188870,"Charmed Stray","{W}",1,"Creature - Cat","Lifelink\nWhen Charmed Stray enters the battlefield, put a +1/+1 counter on each other creature you control named Charmed Stray.","1/1","common"
183186,"Galloping Lizrog","{3}{G}{U}",5,"Creature - Frog Lizard","Trample\nWhen Galloping Lizrog enters the battlefield, you may remove any number of +1/+1 counters from among creatures you control. If you do, put twice that many +1/+1 counters on Galloping Lizrog.","3/3","uncommon"
192873,"Metropolis Sprite","{1}{U}",2,"Creature - Faerie Rogue","Flying\n{U}: Metropolis Sprite gets +1/-1 until end of turn.","1/2","common"
199302,"Realm-Cloaked Giant","{5}{W}{W}",7,"Creature - Giant","Vigilance","7/7","mythic"
183330,"Sky Tether","{W}",1,"Enchantment - Aura","Enchant creature\nEnchanted creature has defender and loses flying.",,"uncommon"
176834,"Experimental Frenzy","{3}{R}",4,"Enchantment","You may look at the top card of your library any time.\nYou may play the top card of your library.\nYou can't play cards from your hand.\n{3}{R}: Destroy Experimental Frenzy.",,"rare"
199545,"Scalding Cauldron","{1}",1,"Artifact","{3}, {T}, Sacrifice Scalding Cauldron: It deals 3 damage to target creature.",,"common"
188317,"Steady Aim","{1}{G}",2,"Instant","Untap target creature. It gets +1/+4 and gains reach until end of turn.",,"common"
189006,"Davriel, Rogue Shadowmage","{2}{B}",3,"Legendary Planeswalker - Davriel","At the beginning of each opponent's upkeep, if that player has one or fewer cards in hand, Davriel, Rogue Shadowmage deals 2 damage to them.\n[−1]: Target player discards a card.","3","uncommon"
183365,"Expose to Daylight","{2}{W}",3,"Instant","Destroy target artifact or enchantment. Scry 1.",,"common"
176405,"Dimir Guildgate",,0,"Land - Gate","Dimir Guildgate enters the battlefield tapped.\n{T}: Add {U} or {B}.",,"common"
